user_id,trip_id,dist_meters,dur,avg_speed_m_s
080,20070627094922,0.0647488601540533,0 days 00:48:43,2.215150877661762e-05
080,20070629001410,0.1319206657369594,0 days 00:39:38,5.547546919132019e-05
080,20070629093733,0.17601279751480758,0 days 01:40:10,2.9286655160533708e-05
080,20070705124348,0.027616910941963158,0 days 00:16:02,2.8707807631978335e-05
080,20070706003622,0.028501794595689023,0 days 00:19:24,2.4486077831347957e-05
080,20070706101437,0.07210977906556928,0 days 01:08:36,1.7519382668991566e-05
080,20070706112315,0.13869839809688653,0 days 02:47:12,1.3825597896420108e-05
154,20070430114738,0.02935414817647945,0 days 00:10:29,4.66679621247686e-05
154,20070501100733,0.17425281997742847,0 days 05:38:40,8.575434054007308e-06
154,20070502051941,0.37330905660474056,0 days 06:44:18,1.5389111081075956e-05
154,20070503023804,0.04533511449348479,0 days 02:06:21,5.980096886094815e-06
154,20070503131403,0.0018752746230976396,0 days 00:02:43,1.1504752288942575e-05
154,20070505010317,0.22551960447338174,0 days 13:04:35,4.790644810905613e-06
154,20070507052941,0.18965144811859952,0 days 06:51:53,7.67415724997368e-06
154,20070507220640,0.07191934259459483,0 days 01:03:06,1.8996128524721298e-05
154,20070508122002,0.02949699648610905,0 days 00:31:24,1.565657987585406e-05
154,20070509013010,0.026173612129358592,0 days 00:23:49,1.8316033680446882e-05
154,20070509124902,0.0328246699456519,0 days 00:39:35,1.3820913661327115e-05
154,20070510012233,0.03081231969698078,0 days 00:26:24,1.945222203092221e-05
154,20070510125023,0.01467226827138744,0 days 01:13:49,3.3127722446122015e-06
154,20070517140241,0.02797353421617387,0 days 00:22:58,2.0300097399255347e-05
154,20070518010041,0.027695206322868645,0 days 00:34:41,1.3308604672209825e-05
154,20070511145229,0.026475172181292278,0 days 00:28:24,1.5537072876345235e-05
154,20070512034459,0.04509708304732225,0 days 00:58:50,1.2775377633802339e-05
154,20070512105009,0.04025336537678825,0 days 03:30:23,3.1888905471590154e-06
154,20070513045659,0.0013096487482467131,0 days 00:01:53,1.1589811931386841e-05
154,20070513140647,0.02954155067078113,0 days 00:27:47,1.7721386125243628e-05
154,20070514005536,0.025488936062648453,0 days 00:34:45,1.2224909382565206e-05
154,20070514142310,0.028087106059990357,0 days 00:24:07,1.9410577788521325e-05
154,20070515012828,0.02772289985671153,0 days 00:25:19,1.825075698269357e-05
154,20070515141258,0.027573727074471494,0 days 00:27:45,1.656079704172462e-05
154,20070516005936,0.025110770733749066,0 days 00:36:38,1.1424372490331695e-05
154,20070516142958,0.026664241079286794,0 days 00:28:11,1.5768327072316258e-05
154,20070517005300,0.026574351374369587,0 days 00:38:58,1.136627518150966e-05
154,20070520064340,0.0388654881337005,0 days 00:57:18,1.1304679503694154e-05
154,20070520140858,0.030578718583747545,0 days 00:15:24,3.309385128111206e-05
154,20070521011008,0.029958069058667505,0 days 00:12:37,3.957472795068362e-05
154,20070521142156,0.03074686576197626,0 days 00:14:01,3.6559887945274986e-05
170,20080428112704,0.1327875905998666,0 days 00:23:06,9.580634242414619e-05
170,20080429013805,0.15524974611159634,0 days 00:25:23,0.00010193679981063449
170,20080512012705,0.13806723628979714,0 days 00:28:30,8.074107385368253e-05
170,20080514015623,0.1160581104866901,0 days 00:23:29,8.236913448310156e-05
170,20080521013329,0.13067543341224447,0 days 00:28:32,7.632910830154466e-05
175,20071019052315,0.4529526505883091,0 days 07:54:55,1.5895864207345466e-05
175,20071019221253,1.3579017665186022,0 days 04:39:44,8.090453804329135e-05
175,20071021072153,1.3362365502311164,0 days 04:34:13,8.121537410995662e-05
175,20071022014704,0.0205377644324294,0 days 00:09:41,3.53489921384327e-05
