user_id,trip_id,transport_mode,min_speed,max_speed,mean_speed,median_speed,var_speed,stddev_speed
056,20071024011341,bike,1.494847113049767e-05,5.3525466444861685e-05,3.550121766533534e-05,3.582887045798543e-05,1.2211058318756764e-10,1.105036574904051e-05
056,20071026150617,bike,8.027729716959444e-06,6.698347918724805e-05,3.66888030812463e-05,3.5378708931325495e-05,3.963583405511945e-10,1.990875035132026e-05
056,20071027052847,bike,5.401510130056302e-06,5.0771200131989755e-05,3.660574352818304e-05,4.021642837433845e-05,1.354796226978524e-10,1.1639571413838758e-05
056,20071101150736,bike,2.341042605611279e-05,3.3929847721504355e-05,2.938923693698635e-05,2.9759553147449202e-05,7.331512183359828e-12,2.7076765285683273e-06
056,20071102125940,bike,3.042382943278567e-07,0.00045548779994053246,4.468042784390055e-05,3.348873735979669e-05,3.6249937184527123e-09,6.020792072852801e-05
056,20071103050313,bike,7.998271555289474e-07,0.0003416666666744561,3.8832643129026695e-05,2.3389146091043206e-05,3.2975630200529492e-09,5.742441136009101e-05
056,20071108010536,bike,4.4728241174603835e-06,4.530070859706658e-05,3.4024040670590856e-05,4.0138648595890606e-05,1.7070563049376882e-10,1.3065436483094195e-05
056,20071108145623,bike,5.4881122042008915e-06,3.6225136802727485e-05,2.848431975774556e-05,2.9860213870260754e-05,3.467112293528363e-11,5.888218995187223e-06
056,20071108145623,walk,3.5348541916327838e-06,2.981423973339889e-05,1.3363431048681451e-05,1.0780676875983652e-05,6.511258512262709e-11,8.0692369603716e-06
058,20070509144828,taxi,5.7984556347860875e-06,0.00018536617278354527,9.351955142285323e-05,0.0001076098015203604,3.0058742222565407e-09,5.4825853593505874e-05
058,20070513022742,car,7.121080534323841e-07,0.00021438695577181199,6.0369398977191967e-05,5.045147644091586e-05,2.378675962366268e-09,4.8771671720028915e-05
058,20070513034705,car,3.3022454286114353e-06,0.0002069752212853164,6.725077997984167e-05,6.290233618547997e-05,1.5243257175843938e-09,3.904261412334468e-05
058,20070513232653,car,4.974170598912733e-06,0.00020730197388171977,9.859695711785927e-05,0.00011359447347858456,3.2488662838316347e-09,5.699882703908594e-05
058,20070515004624,walk,5.5719678692489315e-06,0.0006373653331484969,4.6832233019231374e-05,1.2810326837841799e-05,1.8022253124720138e-08,0.00013424698553308426
058,20070515134141,taxi,2.300481454188319e-06,0.00016456153519809653,8.24018410176534e-05,7.325940908825443e-05,2.3036451230042255e-09,4.7996303222271455e-05
058,20070516013127,walk,1.2745098038835e-05,8.839620410683301e-05,4.669956190847948e-05,2.5344843888414758e-05,1.2389611989267478e-09,3.519888064877558e-05
058,20070519085818,bus,9.501173125605465e-07,0.00020159950670701855,5.889961515344993e-05,5.1667214368831e-05,1.5566625251146543e-09,3.945456279208596e-05
058,20070519085818,car,3.8698227085330035e-06,0.00014587246125835577,6.566658645712153e-05,6.041666666245504e-05,1.9279593786553056e-09,4.3908534234876315e-05
058,20070519085818,taxi,6.17283950511457e-06,0.0003401161747084449,7.867393300491646e-05,7.648983230170814e-05,4.696376914155336e-09,6.853011684037418e-05
058,20070519085818,walk,9.950400939300262e-06,2.9110062155528348e-05,1.5582812339464543e-05,1.2782749833043815e-05,5.922628083524981e-11,7.6958612796262e-06
058,20070521133026,taxi,5.597515771338304e-06,0.0016919950423448119,0.00010149636623290078,5.979243824457026e-05,4.5397387080991186e-08,0.00021306662592013604
058,20070521133026,walk,9.316474588233947e-08,0.0016919950423448119,9.399395989900558e-05,5.113750981111801e-05,4.625374583175607e-08,0.00021506684038167314
058,20070523130317,bus,4.006168084376006e-06,0.00047682398335704084,7.794029381301485e-05,6.780274827182979e-05,7.134195438571518e-09,8.446416659490294e-05
058,20070523130317,walk,8.97435896153918e-06,0.00037752363235677724,2.7757623369023246e-05,1.3963133543522383e-05,5.09249160225784e-09,7.136169562347744e-05
058,20070524004911,bus,1.4955171995765736e-06,0.00013030330900156407,5.0879604149268175e-05,4.5338234984756376e-05,1.3252989108005922e-09,3.640465507047955e-05
058,20070524004911,taxi,2.8338475557671862e-06,0.00010665600779372698,5.838625379207545e-05,5.908390748940684e-05,1.6563572708995861e-09,4.06983693887063e-05
058,20070524004911,walk,4.071847347760701e-06,5.480394352575684e-05,1.57925929221508e-05,1.1781722891161208e-05,1.9109549917760006e-10,1.3823729568303919e-05
058,20070526021618,car,1.4489345794186164e-06,0.00023231373439910728,6.729261003798555e-05,5.268371227343526e-05,3.0514662922440924e-09,5.524007867702663e-05
058,20070526021618,taxi,6.839484590338769e-06,0.0003813758393797177,6.986304078747247e-05,4.670083615003048e-05,5.623282886387013e-09,7.49885517021566e-05
058,20070601004146,bus,1.168443150877876e-06,0.001987406337786211,8.086108383082189e-05,4.3230647567123545e-05,6.567795507745833e-08,0.000256277106034578
058,20070601004146,walk,3.3538463476568233e-06,3.349958542054413e-05,1.2876341433245588e-05,1.3080062809435026e-05,3.9741413425841696e-11,6.3040791100557815e-06
058,20070603095025,taxi,1.0307485668476653e-05,0.0001442059496096843,8.681551530596385e-05,9.41248227438683e-05,1.4564969707215559e-09,3.816407958698278e-05
058,20070603095025,walk,1.3157894737278901e-06,9.02465758041758e-05,1.4611043513285661e-05,1.1437197219784941e-05,1.96495965020162e-10,1.4017701845172838e-05
064,20080815074715,bus,0.0,0.00015705094714926372,3.9804118406672956e-05,2.012769780615713e-05,1.6133850479777717e-09,4.016696463485599e-05
064,20080815074715,walk,2.6352313899274413e-07,0.00024824232112995626,1.8044193452397925e-05,1.6620770140183106e-05,2.848024548802222e-10,1.687609122042845e-05
064,20080816001700,bike,1.581138829462598e-06,6.0207972894543995e-05,2.8506859117280915e-05,2.9653428994320748e-05,9.201668471694768e-11,9.59253275818997e-06
064,20080816001700,bus,0.0,0.0005705131462099161,6.318212911263671e-05,5.3607323255387597e-05,2.969453185882794e-09,5.449268928840633e-05
064,20080816001700,walk,0.0,0.000537446043805989,1.3159287330618617e-05,1.0547511549791678e-05,5.66966735488111e-10,2.381106330024157e-05
064,20080816235335,bike,7.071067794012746e-07,0.00011084335794254938,2.4797510014493433e-05,2.5578311124448045e-05,1.2959510930175048e-10,1.1383984772554402e-05
064,20080816235335,bus,2.5000000292152436e-07,0.00035434587623066696,9.397959146937013e-05,9.80204060400482e-05,3.1159658136304003e-09,5.5820836733520935e-05
064,20080816235335,walk,0.0,0.0012385678473535887,5.484866619320865e-05,2.5465663157629238e-05,4.8790309238911095e-09,6.985006029983875e-05
064,20080818000235,bus,3.1868871975296106e-07,0.00019903077651667867,8.060246395475905e-05,7.733964643736791e-05,2.8383672913051708e-09,5.327632955924395e-05
064,20080818000235,walk,3.054286747240623e-06,8.41204493508085e-05,1.687959086118176e-05,1.2500000001125499e-05,2.0559159900286989e-10,1.4338465712999766e-05
064,20080818103359,bike,7.071067794012746e-07,0.00010218855121912005,2.442612731730046e-05,2.5079872408960125e-05,2.2156299530125686e-10,1.4884992284218923e-05
064,20080818103359,bus,0.0,0.00016554833131281904,7.797991187674891e-05,7.900632885996887e-05,3.0602517844204814e-09,5.53195425181778e-05
064,20080818103359,walk,4.999999987376214e-07,0.0007745645550874208,2.5327214193626123e-05,1.1704699910306865e-05,5.502830868732444e-09,7.418106812881872e-05
064,20080820000536,bike,7.071067794012746e-07,9.980606194203051e-05,2.8027769810000987e-05,2.761340254340235e-05,2.0864172773304556e-10,1.444443587451741e-05
064,20080820000536,bus,0.0,0.00044106943897446104,9.303080505890322e-05,9.440531573667766e-05,3.0077208979564746e-09,5.484269229310752e-05
064,20080820000536,walk,0.0,0.0009496265055245182,1.998298756719318e-05,1.20415945773038e-05,1.1433611487979602e-09,3.3813623715862815e-05
064,20080821105552,bike,0.0,7.49833314858238e-05,2.2939802155551098e-05,2.3436083291982155e-05,1.5174703675451397e-10,1.2318564719743691e-05
064,20080821105552,bus,1.6666666861434956e-07,0.0003790636490092417,8.180716231649725e-05,7.928823712794969e-05,2.862535351668821e-09,5.3502666771562155e-05
064,20080823115429,bike,0.0,0.00032398649663151983,2.997328595076892e-05,2.54950975687406e-05,6.493382519193697e-10,2.5482116315552948e-05
064,20080823115429,run,4.999999987376214e-07,7.899525301979403e-05,3.3651884651741477e-05,3.371922193046757e-05,1.1178762411337934e-10,1.0572966665670488e-05
064,20080823115429,walk,5.00000002290335e-07,7.838686114411986e-05,1.3074154491580743e-05,1.1543396380401322e-05,9.474063212837772e-11,9.733479959828229e-06
064,20080824001306,bike,2.499999993688107e-07,0.00021157150091586589,2.8411955803443143e-05,2.7672186730036312e-05,4.558709631798806e-10,2.1351134938917898e-05
064,20080824001306,bus,0.0,0.0003229187204217863,0.0001633095964146106,0.00017366922582817527,4.534244137092033e-09,6.733679630849714e-05
064,20080824001306,walk,0.0,8.025739841119604e-05,1.0451977067197758e-05,9.433981132904532e-06,6.928284816507563e-11,8.323631909513758e-06
064,20080825063405,bike,0.0,0.0003182483307134645,3.440469102185726e-05,3.128745510729018e-05,7.794053749322923e-10,2.7917832561506137e-05
064,20080825063405,walk,2.499999993688107e-07,0.0001400517761383574,3.411960592828892e-05,3.401148687754667e-05,2.0338283460387325e-10,1.4261235381406242e-05
064,20080825114723,bike,7.071067819134224e-07,0.00030017203400549945,2.9910816563371e-05,2.4274472185717367e-05,9.91474125016772e-10,3.148768211565869e-05
064,20080826002736,bike,3.72677996368258e-07,0.0003444651651463957,3.102500965850158e-05,3.0051993222395687e-05,5.381840675820597e-10,2.3198794528640055e-05
064,20080826101730,bike,1.6666666624587378e-07,0.00011069101137673026,3.421862516557787e-05,3.508917212284279e-05,2.489556870184228e-10,1.577832966503181e-05
064,20080827102100,bike,4.999999987376214e-07,0.00040746318852237474,3.60733352760055e-05,3.452535300253334e-05,9.270089439347452e-10,3.044682157360182e-05
064,20080828004633,bike,0.0,0.0004252896072061247,4.018165349809503e-05,3.584689665814804e-05,1.3914025001271585e-09,3.730150801411598e-05
064,20080828102106,bike,1.5305227861886982e-05,7.383935265324991e-05,3.845472314284788e-05,3.8616706231528794e-05,7.282307684362245e-11,8.533643819824123e-06
064,20080829004705,bike,1.6666666743011169e-07,0.00029320470665166723,3.387808796662072e-05,3.0634947358230056e-05,6.840467772158756e-10,2.615428793173073e-05
064,20080829093306,bike,5.270462779854883e-07,0.00016494620335064997,3.915857995900497e-05,3.8000000003535206e-05,3.3213112181471633e-10,1.8224464925333648e-05
064,20080829093306,bus,0.0,0.00014300087412453456,3.435958939896986e-05,1.8788294228271203e-05,1.3394214380503946e-09,3.659810702823842e-05
064,20080829093306,walk,4.999999987376214e-07,8.586617494614265e-05,1.4803486215176824e-05,1.3829316688016869e-05,6.570328217471853e-11,8.105756113695905e-06
064,20080830151230,bike,1.414213558802549e-06,0.00035812462914293407,4.020403432800588e-05,3.678654645173757e-05,8.570219208298985e-10,2.927493673485732e-05
064,20080831113836,bike,2.500000002569891e-07,0.0004378769804444319,4.3083504608466185e-05,4.1527099580385784e-05,1.1063896525582685e-09,3.326243605868741e-05
064,20080831161500,bike,1.499999996212864e-06,0.0002005548553377276,4.02532511400321e-05,3.901281840720772e-05,3.888383926845281e-10,1.971898558964249e-05
069,20080501232404,bus,1.282343154911875e-06,0.0009061688448103777,9.43637291036409e-05,7.862868562774346e-05,1.06022317059227e-08,0.0001029671389615284
069,20080501232404,car,2.7647341285895393e-06,0.0009061688448103777,9.905081015251788e-05,6.740387623803422e-05,2.072282805622353e-08,0.00014395425681869756
069,20080501232404,walk,1.2024221718442172e-07,0.0009061688448103777,3.37115228881109e-05,1.0038976698665265e-05,5.9622288354677056e-09,7.721547018226144e-05
069,20080503105251,car,2.4684851078985068e-06,0.0002655592797163429,0.00012724493870500066,0.00011793396516231027,6.571098566463474e-09,8.10623128615479e-05
069,20080505035622,bike,4.168340424585936e-07,4.581927772110495e-05,2.8935482676199407e-05,3.5809371834071856e-05,2.6077202186976766e-10,1.614843713396958e-05
069,20080506050533,bike,3.1019936527081475e-06,0.00018205691087231138,3.200446610807417e-05,3.1674081317935996e-05,6.108750448032804e-10,2.471588648629218e-05
069,20080510014258,bike,1.7571854589795144e-05,6.025729542560665e-05,4.438299088574325e-05,4.4569505662014024e-05,2.1212739376176428e-10,1.4564593841290745e-05
069,20080510014258,bus,3.960825071689542e-05,5.347696371080878e-05,4.6542607213852105e-05,4.6542607213852105e-05,9.61706000537705e-11,9.806661004326116e-06
069,20080510014258,walk,1.682022989959168e-07,0.00013933262455198707,7.851530940573782e-06,5.638140409311848e-06,2.232337322973975e-10,1.4941008409655538e-05
069,20080627011735,bike,0.0,0.0002669878274412436,3.543460840529718e-05,3.4095434531163524e-05,4.2116186892523955e-10,2.052222865395568e-05
069,20080627011735,bus,0.0,0.0002764217791729393,6.746085780143418e-05,6.0351056326288305e-05,2.6104925425768437e-09,5.1092979386377965e-05
069,20080627011735,walk,4.4721359437085215e-07,0.0003399999999942338,1.5970998175263807e-05,1.3453624048492106e-05,4.969273973119041e-10,2.2291868412313584e-05
075,20110803091252,subway,6.229864478703804e-06,0.00012604721555417318,2.3085948448327566e-05,1.6615842229963285e-05,8.138660336671652e-10,2.852833738000105e-05
075,20110824133934,subway,0.0,0.00038837624944282074,1.56194310402883e-05,1.0852547068616975e-05,6.293409635532678e-10,2.508666904061334e-05
075,20110827140757,subway,9.889836785265325e-07,0.000623870089171251,0.00010341307637283512,4.993741248774317e-05,1.748778782564703e-08,0.00013224139981733038
075,20110827140757,walk,0.0,0.00027234067665151144,1.6115746216194434e-05,1.1642832916415427e-05,4.2907539809380117e-10,2.071413522437761e-05
075,20110828085951,walk,0.0,0.0006514364466464805,3.082941305233983e-05,1.7053813818660215e-05,2.9475848722110863e-09,5.429166485024277e-05
075,20110828164033,taxi,0.0,0.00020861980370052714,0.00011645718270144645,0.00014015864026669799,4.377295681760773e-09,6.616113422365711e-05
075,20110828164033,walk,0.0,0.0004884726763102011,1.136743144610012e-05,6.306937982541151e-06,5.397652823734157e-10,2.3232849209113715e-05
075,20110830140828,subway,3.300766838950962e-05,3.300766838950962e-05,3.300766838950962e-05,3.300766838950962e-05,,
075,20110830140828,walk,0.0,0.0006286958779519599,5.099382287264603e-05,1.8514258770790683e-05,6.023697885388644e-09,7.761248537051654e-05
080,20070627094922,bus,4.2854956432403425e-06,0.0004967952853103296,4.576934309618482e-05,2.7749671806376847e-05,4.758234153960968e-09,6.897995472570976e-05
080,20070627094922,walk,8.171135031387474e-06,1.8921540384653973e-05,1.2261607257745851e-05,1.1904761885667929e-05,8.401563920150827e-12,2.8985451385394756e-06
080,20070629001410,bus,5.320393315319696e-07,0.00019945914523208688,5.3455890943574026e-05,4.129307598437576e-05,2.40554925747627e-09,4.904639902659797e-05
080,20070629093733,bus,1.4538513207521934e-06,0.000442632730845441,6.320714654295332e-05,4.6229732928302895e-05,4.2983523149270355e-09,6.556182055836335e-05
080,20070704124742,taxi,2.2539833679447134e-07,0.00015145874254235387,5.8147818049192694e-05,5.306936984934993e-05,2.0654189587465224e-09,4.544688062723912e-05
080,20070705005024,taxi,7.166884549177345e-06,0.00015920810978725317,6.707613133370306e-05,6.116042215618572e-05,1.5531806382473763e-09,3.9410412814983e-05
080,20070705005024,train,3.114911710010475e-05,0.0001794003882750764,0.00012413490444753995,0.00014829447660403788,3.260647826607665e-09,5.710208250674983e-05
080,20070705005024,walk,3.28153337414131e-06,0.000724305222576899,5.8796881585859636e-05,1.7169045629977252e-05,1.8428654980027802e-08,0.0001357521822293395
080,20070705124348,bike,7.856742013072509e-06,0.00015357870865754023,3.174990474944633e-05,2.530552475995404e-05,7.353308462534669e-10,2.7116984460914287e-05
080,20070706003622,bike,1.6358588401667686e-06,5.148148148887483e-05,2.7554345949551294e-05,2.929864320575773e-05,1.0876421628914052e-10,1.0429008403925108e-05
080,20070706101437,bus,2.8448702164853546e-07,0.00035572912408230237,5.270409262178695e-05,3.816957031359455e-05,3.842089957311443e-09,6.198459451598795e-05
080,20070706101437,walk,6.1025484893030155e-06,1.5207071913597456e-05,1.1159744744034735e-05,1.094091905994841e-05,8.058244369780829e-12,2.8387046992917086e-06
080,20070706112315,bus,4.0853152899287966e-06,0.00027297232275712004,7.194127350273418e-05,6.858938773951311e-05,2.3322950270681202e-09,4.829384046716641e-05
080,20070706112315,walk,1.4003450696373705e-07,0.0001351725006365073,1.3794587339547336e-05,1.0243938302456955e-05,4.2081063599541183e-10,2.051366949122979e-05
154,20070430114738,taxi,6.00925212579763e-06,0.0001650673263961728,4.702355655717352e-05,3.1884222293918206e-05,1.90351947738617e-09,4.362934193161948e-05
154,20070501100733,bus,2.256944444377031e-06,0.0015045532745615211,7.995980045398479e-05,4.593339244224258e-05,3.174926486380602e-08,0.0001781832339582095
154,20070501100733,taxi,4.0113422160876407e-07,0.00013390533125344647,7.811772766096168e-05,8.866424254081942e-05,1.3479644665050362e-09,3.671463558998014e-05
154,20070501100733,walk,4.0113422174940213e-07,3.774514774132287e-05,1.7031731642074193e-05,1.6939908950191845e-05,2.0735786148031614e-11,4.553656349356154e-06
154,20070502051941,car,4.023859330166046e-08,0.0004379957508695518,6.08298123459172e-05,5.787636134315046e-05,1.830464717839241e-09,4.278393060296402e-05
154,20070502051941,taxi,3.763440854839011e-06,0.000130945700285754,4.3901532089297467e-05,2.216871222528904e-05,1.1962711632331085e-09,3.458715315305827e-05
154,20070502051941,walk,7.465676579982693e-07,8.198162998987463e-05,3.862303443604143e-05,4.473403385155192e-05,8.664423293161758e-10,2.9435392460712595e-05
154,20070503023804,walk,3.40376828246633e-08,0.00024295632878326007,2.0920916107234814e-05,1.2124779518506986e-05,1.47293939733516e-09,3.837889260173045e-05
154,20070503131403,walk,7.936507935011962e-06,0.0001311158192043305,2.1533157287472196e-05,9.643419521166454e-06,1.4832826502282842e-09,3.851340870694626e-05
154,20070505010317,bus,2.972808904527548e-07,0.00013437096231746557,4.225172822035432e-05,3.8528247191384625e-05,9.589326272286604e-10,3.096663732517078e-05
154,20070505010317,car,9.932648111082726e-07,0.00039186608404244433,7.258669361671171e-05,4.6277774068038696e-05,5.5100212985243945e-09,7.422951770370325e-05
154,20070505010317,walk,3.746369437581886e-08,3.4338583572483e-05,1.3009657345280676e-05,1.2272623351979972e-05,2.3494198203221938e-11,4.847081410830845e-06
154,20070507052941,bus,4.975779114896434e-06,0.00017391639820226674,7.181685520227651e-05,6.987377112307967e-05,1.923450186185224e-09,4.385715661309137e-05
154,20070507052941,walk,2.2354797819048846e-07,0.00019525624189641527,1.7989619725711524e-05,1.440826853124828e-05,3.5907214013871726e-10,1.8949198931319427e-05
154,20070507220640,taxi,2.0018003678952315e-06,0.00016931489813072544,7.351377324764635e-05,8.280865608750564e-05,2.385113178924139e-09,4.883762052889288e-05
154,20070508122002,walk,4.746668746225598e-06,4.187448183577657e-05,1.5325047240655296e-05,1.5419168939030882e-05,2.392716390686471e-11,4.891540034269853e-06
154,20070509013010,walk,7.95454545464803e-06,0.00010803243468143589,2.0508230671101375e-05,1.8610880760635577e-05,1.6328427005352469e-10,1.2778273359633713e-05
154,20070509124902,walk,5.198395862145928e-06,0.0001604707700543639,1.556611887031781e-05,1.3725490176471686e-05,2.3101180973604657e-10,1.5199072660397626e-05
154,20070510012233,walk,5.4878240816839365e-06,0.0002315782206100035,2.654628257012342e-05,1.88147136362394e-05,9.283824878351987e-10,3.046936966586606e-05
154,20070510125023,walk,2.223355718094921e-06,4.2632831267324e-05,1.5703598037151164e-05,1.666666666643045e-05,4.0480690790849854e-11,6.362443775063938e-06
154,20070511145229,walk,7.086763885926025e-06,0.0001102746291280833,1.660561735628387e-05,1.526782812543782e-05,1.2873833767758342e-10,1.1346291802945288e-05
154,20070512034459,walk,1.998167415336376e-07,0.00018633899796275318,2.020754554810224e-05,1.683587578996524e-05,4.058227459401113e-10,2.014504271378225e-05
154,20070512105009,walk,7.11708230982767e-08,0.00010555555566800952,1.4420980448484899e-05,1.2919698887219982e-05,1.0579895014270875e-10,1.0285861662627431e-05
154,20070513045659,walk,4.166666665438557e-06,6.689774767279929e-05,2.531936625249423e-05,1.5106525335869538e-05,7.952917454573121e-10,2.8200917457723113e-05
154,20070513140647,walk,4.199058958637328e-06,0.00032681119243560915,2.6024804028966727e-05,1.803323250551952e-05,1.7791456048210473e-09,4.2179919450148875e-05
154,20070514005536,walk,4.232662662068695e-07,0.00017258027308045788,2.0830325400467966e-05,1.6844499726366682e-05,4.379643957760205e-10,2.092759890135561e-05
154,20070514142310,walk,3.1919255994611545e-06,0.0003800584750338221,2.973028085074345e-05,1.8051671444398305e-05,3.3694544740559193e-09,5.8047002283114665e-05
154,20070515012828,walk,3.1167845224809135e-06,9.597925888556626e-05,2.1933264559954935e-05,1.7978229481144512e-05,2.4384150857814287e-10,1.561542534092949e-05
154,20070515141258,walk,7.929049280032054e-06,7.318166128839152e-05,1.7598350904852647e-05,1.5852273452568535e-05,7.977368405348198e-11,8.931611503725516e-06
154,20070516005936,walk,3.5720186057375176e-07,2.3611111166369863e-05,1.676035933101342e-05,1.7519830034629987e-05,1.9507718477911105e-11,4.41675429222762e-06
154,20070516142958,walk,4.140866632269118e-06,0.00023993633420619457,2.4661567583927442e-05,1.6145732861517933e-05,1.268054013362206e-09,3.5609746044618265e-05
154,20070517005300,walk,8.852952233742953e-07,0.00010005554013207905,1.9255295803868163e-05,1.733678855349546e-05,2.458455112588396e-10,1.5679461446709182e-05
154,20070520064340,bike,9.480561129234113e-07,0.0005632796382396176,5.7639983340773366e-05,4.1548308450307494e-05,8.094324301893744e-09,8.996846281833287e-05
154,20070520140858,bike,3.856436171122756e-06,6.018289185569381e-05,3.211884996775175e-05,3.3493668651677056e-05,2.1586371764147333e-10,1.4692301305155477e-05
154,20070521011008,bike,5.933335936732227e-06,0.0004314775076672553,5.198813266122632e-05,3.800584749696338e-05,5.546233623752491e-09,7.447303957642988e-05
154,20070521142156,bike,6.108942210887979e-06,0.00010905210265477034,3.719803719807812e-05,3.5586487231737406e-05,2.2516622626279062e-10,1.5005539852427523e-05
170,20080428112704,subway,0.0,0.00040780387442989214,0.00015114239787493826,0.00017123083834601476,3.356286611259699e-09,5.793346710891468e-05
170,20080428112704,walk,4.999999987376214e-07,8.183520024560244e-05,1.657560898047406e-05,1.5532224570338084e-05,1.431125870660649e-10,1.196296731860724e-05
170,20080429013805,subway,1.118033989104774e-06,0.0007458099623878072,0.00014941450794976545,0.0001600468650841148,6.815969099661073e-09,8.255888262119997e-05
170,20080429013805,walk,9.999999974752427e-07,0.000601161289248192,3.019681678030943e-05,1.4212670403163817e-05,3.4463515516633612e-09,5.8705634752239595e-05
170,20080512012705,subway,1.1180339859271304e-06,0.0004787744771902632,0.00015111164575155615,0.00017243257641134601,4.943239582811896e-09,7.03081757892487e-05
170,20080512012705,walk,1.0321064122630516e-06,0.00028132543433167064,2.182365770488365e-05,1.6085700434681304e-05,8.76268866315616e-10,2.9601838900913166e-05
170,20080514015623,subway,0.0,0.0006125002494314541,0.00011484537671511813,0.00013944532978972624,5.403367343130785e-09,7.350760058069359e-05
